IMDB_ID,AMPERE_TITLE,COUNTRY,PLATFORM,PLATFORM_TYPE,ORIGINAL_FLAG,ORIGINAL_PLATFORM,PARENT_DISTRIBUTOR,MONTH_YEAR
tt36856482,Trainwreck: The Cult of American Apparel,Ecuador,Netflix,svod,Netflix Original,Netflix,Netflix,2026-06-01
tt35237771,Ghost Elephants,Mexico,Disney+,svod,Not An Original,,Independent / Other,2026-06-01
tt35291758,Melania,Brazil,Amazon Prime Video,svod,Not An Original,,Independent / Other,2026-06-01
tt11145118,Creed III,Ecuador,Netflix,svod,Not An Original,,Independent / Other,2026-06-01
tt14873054,Transfusion,Ecuador,Amazon Prime Video,svod,Stan Original,Stan,Independent / Other,2026-06-01
tt3083016,Beverly Hills Cop: Axel F,Peru,Netflix,svod,Netflix Original,Netflix,Netflix,2026-06-01
tt10098448,Jesus Revolution,Ecuador,Netflix,svod,Not An Original,,Independent / Other,2026-06-01
tt21454134,The Bikeriders,Chile,Amazon Prime Video,svod,Not An Original,,Independent / Other,2026-06-01
tt32985279,Steve,Brazil,Netflix,svod,Netflix Original,Netflix,Netflix,2026-06-01
tt26736843,The Watchers,Peru,HBO Max,svod,Not An Original,,Independent / Other,2026-06-01
tt36473825,Sarah Silverman: PostMortem,Chile,Netflix,svod,Netflix Original,Netflix,Netflix,2026-06-01
tt23744022,A Vampire in the Family,Chile,Netflix,svod,Netflix Original,Netflix,Netflix,2026-06-01
tt2015349,The Greatest Hits,Brazil,Disney+,svod,Hulu Exclusive,Hulu,Independent / Other,2026-06-01
tt21235248,Ghostbusters: Frozen Empire,Mexico,Amazon Prime Video,svod,Not An Original,,Sony,2026-06-01
tt29567915,Nuremberg,Mexico,Amazon Prime Video,svod,Not An Original,,Independent / Other,2026-06-01
tt38365045,Mudborn,Chile,Netflix,svod,Not An Original,,Independent / Other,2026-06-01
tt26931915,Wanda Sykes: I'm an Entertainer,Mexico,Netflix,svod,Netflix Original,Netflix,Netflix,2026-06-01
tt26342662,M3GAN 2.0,Brazil,Amazon Prime Video,svod,Not An Original,,NBCUniversal,2026-06-01
tt2572212,Surrounded,Mexico,Amazon Prime Video,svod,Not An Original,,Independent / Other,2026-06-01
tt32907397,Inside the Mind of a Dog,Brazil,Netflix,svod,Netflix Original,Netflix,Netflix,2026-06-01
tt21096576,One Fast Move,Peru,Amazon Other,svod,Not An Original,,Independent / Other,2026-06-01
tt31747163,What Jennifer Did,Ecuador,Netflix,svod,Netflix Original,Netflix,Netflix,2026-06-01
tt33538438,Maa Behen,Peru,Netflix,svod,Netflix Original,Netflix,Netflix,2026-06-01
tt21279806,Scoop,Argentina,Netflix,svod,Netflix Original,Netflix,Netflix,2026-06-01
tt32094375,Die Hart 2: Die Harter,Ecuador,Amazon Prime Video,svod,Not An Original,,Independent / Other,2026-06-01
tt14603848,Overlord: the Sacred Kingdom,Brazil,Netflix,svod,Not An Original,,Independent / Other,2026-06-01
tt26547864,The Conference,Colombia,Netflix,svod,Netflix Original,Netflix,Netflix,2026-06-01
tt26683420,John Candy: I Like Me,Argentina,Amazon Prime Video,svod,Amazon Original,Amazon,Independent / Other,2026-06-01
tt7737800,Woman of the Hour,Ecuador,HBO Max,svod,Netflix Exclusive,Netflix,Independent / Other,2026-06-01
tt14636214,Sweethearts,Peru,HBO Max,svod,HBO Max Original,HBO Max,Independent / Other,2026-06-01
tt39744394,The Red Line,Ecuador,Netflix,svod,Netflix Original,Netflix,Netflix,2026-06-01
tt21626774,Sector 36,Argentina,Netflix,svod,Netflix Original,Netflix,Netflix,2026-06-01
tt18392014,Play Dirty,Ecuador,Amazon Prime Video,svod,Amazon Original,Amazon,Independent / Other,2026-06-01
tt12261776,65,Argentina,Netflix,svod,Not An Original,,Independent / Other,2026-06-01
tt30876483,Exterritorial,Mexico,Netflix,svod,Netflix Original,Netflix,Netflix,2026-06-01
tt27425164,War 2,Argentina,Netflix,svod,Not An Original,,Independent / Other,2026-06-01
tt21257152,Love in Focus,Mexico,Netflix,svod,Netflix Original,Netflix,Netflix,2026-06-01
tt26926267,Mother of the Bride,Colombia,Netflix,svod,Netflix Original,Netflix,Netflix,2026-06-01
tt22185848,¡Que viva México!,Chile,Netflix,svod,Netflix Exclusive,Netflix,Netflix,2026-06-01
tt15891388,Miss Shetty Mr Polishetty,Argentina,Netflix,svod,Not An Original,,Independent / Other,2026-06-01
tt16431870,The Family Plan,Mexico,Apple TV,svod,Apple TV Original,Apple TV,Independent / Other,2026-06-01
tt10370812,The Settlers,Ecuador,HBO Max,svod,Not An Original,,Independent / Other,2026-06-01
tt36473825,Sarah Silverman: PostMortem,Brazil,Netflix,svod,Netflix Original,Netflix,Netflix,2026-06-01
tt32147653,The Stranger in My Home,Chile,Paramount+,svod,Not An Original,,Independent / Other,2026-06-01
tt27612422,Fanfic,Peru,Netflix,svod,Netflix Original,Netflix,Netflix,2026-06-01
tt31410930,You Are Not Alone: Fighting the Wolf Pack,Ecuador,Netflix,svod,Netflix Original,Netflix,Netflix,2026-06-01
tt31828346,Little Siberia,Chile,Netflix,svod,Netflix Original,Netflix,Netflix,2026-06-01
tt31457736,Kingdom 4,Ecuador,Netflix,svod,Not An Original,,Independent / Other,2026-06-01
tt31049718,They Called Him Mostly Harmless,Chile,HBO Max,svod,HBO Max Original,HBO Max,Independent / Other,2026-06-01
tt17279496,Civil War,Chile,Netflix,svod,Not An Original,,Independent / Other,2026-06-01
tt13818368,Fighter,Argentina,Netflix,svod,Not An Original,,Independent / Other,2026-06-01
tt27330026,Dhak Dhak,Mexico,Netflix,svod,Not An Original,,Independent / Other,2026-06-01
tt27986457,She Rides Shotgun,Chile,Amazon Prime Video,svod,Not An Original,,Independent / Other,2026-06-01
tt26943420,The Thundermans Return,Chile,Paramount+,svod,Not An Original,,Independent / Other,2026-06-01
tt24870072,Locked in,Ecuador,Netflix,svod,Netflix Original,Netflix,Netflix,2026-06-01
tt7985704,Operation Fortune: Ruse De Guerre,Mexico,HBO Max,svod,Not An Original,,Independent / Other,2026-06-01
tt14227048,Family Switch,Ecuador,Netflix,svod,Netflix Original,Netflix,Netflix,2026-06-01
tt1121948,The Killer,Colombia,Netflix,svod,Peacock Original,Peacock,Independent / Other,2026-06-01
tt22297828,Chor Nikal Ke Bhaga,Chile,Netflix,svod,Netflix Original,Netflix,Netflix,2026-06-01
tt14160834,Rustin,Ecuador,Netflix,svod,Netflix Original,Netflix,Netflix,2026-06-01
tt30021427,Ferry 2,Mexico,Netflix,svod,Netflix Original,Netflix,Netflix,2026-06-01
tt16427902,Bionic,Chile,Netflix,svod,Netflix Original,Netflix,Netflix,2026-06-01
tt24146896,Rotting in the Sun,Brazil,MUBI,svod,Not An Original,,Independent / Other,2026-06-01
tt31869664,Baki Hanma Vs Kengan Ashura,Peru,Netflix,svod,Netflix Original,Netflix,Netflix,2026-06-01
tt9663764,Aquaman and the Lost Kingdom,Mexico,Claro Video,svod,Not An Original,,NBCUniversal,2026-06-01
tt15509266,Spy,Peru,Amazon Prime Video,svod,Not An Original,,Independent / Other,2026-06-01
tt30422937,Nadaaniyan,Mexico,Netflix,svod,Netflix Original,Netflix,Netflix,2026-06-01
tt27411198,Garudan,Mexico,Amazon Prime Video,svod,Not An Original,,Independent / Other,2026-06-01
tt15281704,Kuttey,Ecuador,Netflix,svod,Not An Original,,Independent / Other,2026-06-01
tt4978420,Borderlands,Ecuador,Amazon Prime Video,svod,Not An Original,,Independent / Other,2026-06-01
tt8258502,Foe,Argentina,Amazon Prime Video,svod,Amazon Original,Amazon,Independent / Other,2026-06-01
tt14509110,No One Will Save You,Argentina,Disney+,svod,Hulu Original,Hulu,Independent / Other,2026-06-01
tt20879602,Maybe I Do,Brazil,Globoplay,svod,Not An Original,,Independent / Other,2026-06-01
tt31593809,Biker,Ecuador,Netflix,svod,Not An Original,,Independent / Other,2026-06-01
tt23330554,Winnie-the-pooh: Blood and Honey 2,Ecuador,Amazon Prime Video,svod,Not An Original,,Independent / Other,2026-06-01
tt26736843,The Watchers,Argentina,HBO Max,svod,Not An Original,,Independent / Other,2026-06-01
tt26470109,Oddity,Brazil,Globoplay,svod,Shudder Exclusive,Shudder,Independent / Other,2026-06-01
tt37209937,Pizza Movie,Argentina,Disney+,svod,Hulu Original,Hulu,Independent / Other,2026-06-01
tt31227221,Non Negotiable,Colombia,Netflix,svod,Netflix Original,Netflix,Netflix,2026-06-01
tt5090568,Transformers: Rise of the Beasts,Mexico,Paramount+,svod,Not An Original,,Independent / Other,2026-06-01
tt32643830,The Elixir,Mexico,Netflix,svod,Netflix Original,Netflix,Netflix,2026-06-01
tt34749630,The Most Beautiful Girl in the World,Peru,Netflix,svod,Netflix Original,Netflix,Netflix,2026-06-01
tt36971084,"The Rise of the Red Hot Chili Peppers: Our Brother, Hillel",Ecuador,Netflix,svod,Netflix Exclusive,Netflix,Netflix,2026-06-01
tt19798116,Maybe Baby,Peru,Netflix,svod,Not An Original,,Independent / Other,2026-06-01
tt24478470,City Hunter,Chile,Netflix,svod,Netflix Original,Netflix,Netflix,2026-06-01
tt14780126,Murphy,Mexico,Amazon Prime Video,svod,Zee5 Original,Zee5,Independent / Other,2026-06-01
tt16419074,Air,Mexico,Amazon Prime Video,svod,Amazon Exclusive,Amazon,Independent / Other,2026-06-01
tt20215968,Hit Man,Colombia,Amazon Prime Video,svod,Netflix Exclusive,Netflix,Independent / Other,2026-06-01
tt21110654,Aztec Batman: Clash of Empires,Mexico,HBO Max,svod,HBO Max Exclusive,HBO Max,Warner Bros. Discovery,2026-06-01
tt17279496,Civil War,Ecuador,HBO Max,svod,Not An Original,,Independent / Other,2026-06-01
tt20256448,Force of Nature: the Dry 2,Colombia,Amazon Prime Video,svod,Not An Original,,Independent / Other,2026-06-01
tt21434318,The Underdoggs,Chile,Amazon Prime Video,svod,Amazon Original,Amazon,Independent / Other,2026-06-01
tt6166392,Wonka,Mexico,Claro Video,svod,Not An Original,,NBCUniversal,2026-06-01
tt27118357,Amaran,Argentina,Netflix,svod,Not An Original,,Independent / Other,2026-06-01
tt14088510,Tarot,Peru,Amazon Prime Video,svod,Not An Original,,Independent / Other,2026-06-01
tt29603959,Novocaine,Mexico,Netflix,svod,Not An Original,,Independent / Other,2026-06-01
tt27755460,Minha Irmã E Eu,Brazil,Globoplay,svod,Not An Original,,Independent / Other,2026-06-01
tt35529436,Vash Level 2,Mexico,Netflix,svod,Not An Original,,Independent / Other,2026-06-01
tt39387657,Pavane,Argentina,Netflix,svod,Netflix Original,Netflix,Netflix,2026-06-01
tt0439572,The Flash,Colombia,HBO Max,svod,Not An Original,,NBCUniversal,2026-06-01
tt14415204,Never Let Go,Brazil,Amazon Prime Video,svod,Not An Original,,Independent / Other,2026-06-01
tt28366647,Freestyle,Brazil,Netflix,svod,Netflix Original,Netflix,Netflix,2026-06-01
tt39049795,Evil Influencer: The Jodi Hildebrandt Story,Peru,Netflix,svod,Netflix Original,Netflix,Netflix,2026-06-01
tt32565993,The Sheep Detectives,Mexico,Amazon Prime Video,svod,Not An Original,,Sony,2026-06-01
tt22898462,The Conjuring: Last Rites,Ecuador,HBO Max,svod,Not An Original,,Independent / Other,2026-06-01
tt11145118,Creed III,Brazil,Netflix,svod,Not An Original,,Independent / Other,2026-06-01
tt30494321,The Price of Nonna's Inheritance,Peru,Netflix,svod,Netflix Original,Netflix,Netflix,2026-06-01
tt22507374,Bogota: City of the Lost,Ecuador,Netflix,svod,Netflix Exclusive,Netflix,Netflix,2026-06-01
tt29552248,Swapped,Mexico,Netflix,svod,Netflix Original,Netflix,Netflix,2026-06-01
tt12573480,Hold Your Breath,Mexico,Disney+,svod,Hulu Original,Hulu,Independent / Other,2026-06-01
tt15398776,Oppenheimer,Chile,Netflix,svod,Not An Original,,Independent / Other,2026-06-01
tt21638298,Wingwomen,Chile,Netflix,svod,Netflix Original,Netflix,Netflix,2026-06-01
tt12964320,Role Play,Mexico,Amazon Prime Video,svod,Amazon Exclusive,Amazon,Independent / Other,2026-06-01
tt11821912,Devara,Chile,Netflix,svod,Not An Original,,Independent / Other,2026-06-01
tt27957740,Daaku Maharaaj,Ecuador,Netflix,svod,Not An Original,,Independent / Other,2026-06-01
tt32237537,Wall to Wall,Ecuador,Netflix,svod,Netflix Original,Netflix,Netflix,2026-06-01
tt8258502,Foe,Colombia,Amazon Prime Video,svod,Amazon Original,Amazon,Independent / Other,2026-06-01
tt23804696,Hit: the Third Case,Mexico,Netflix,svod,Not An Original,,Independent / Other,2026-06-01
tt13345606,Evil Dead Rise,Brazil,HBO Max,svod,Not An Original,,Independent / Other,2026-06-01
tt27425164,War 2,Ecuador,Netflix,svod,Not An Original,,Independent / Other,2026-06-01
tt15428134,Dunki,Argentina,Netflix,svod,Not An Original,,Independent / Other,2026-06-01
tt26903085,Jatuh Cinta Seperti Di Film-film,Ecuador,Netflix,svod,Not An Original,,Independent / Other,2026-06-01
tt38674977,Made in Korea,Argentina,Netflix,svod,Netflix Original,Netflix,Netflix,2026-06-01
tt34378301,Tom Clancy's Jack Ryan: Ghost War,Mexico,Amazon Prime Video,svod,Amazon Original,Amazon,Independent / Other,2026-06-01
tt8400584,The Perfect Find,Peru,Netflix,svod,Netflix Original,Netflix,Netflix,2026-06-01
tt24169886,The Instigators,Argentina,Apple TV,svod,Apple TV Original,Apple TV,Independent / Other,2026-06-01
tt20112600,Race for Glory: Audi Vs. Lancia,Argentina,Amazon Prime Video,svod,Not An Original,,Independent / Other,2026-06-01
tt14295590,Mrs. Chatterjee vs. Norway,Argentina,Netflix,svod,Not An Original,,Independent / Other,2026-06-01
tt28097834,The Mission,Argentina,Disney+,svod,Not An Original,,Independent / Other,2026-06-01
tt11905536,Gumraah,Peru,Netflix,svod,Not An Original,,Independent / Other,2026-06-01
tt15944018,Once Upon a Crime,Mexico,Netflix,svod,Netflix Original,Netflix,Netflix,2026-06-01
tt35628532,Air Force Elite: Thunderbirds,Ecuador,Netflix,svod,Netflix Original,Netflix,Netflix,2026-06-01
tt14088510,Tarot,Ecuador,Amazon Prime Video,svod,Not An Original,,Independent / Other,2026-06-01
tt19858164,Little Bone Lodge,Mexico,HBO Max,svod,HBO Max Exclusive,HBO Max,Warner Bros. Discovery,2026-06-01
tt32094375,Die Hart 2: Die Harter,Brazil,Amazon Prime Video,svod,Not An Original,,Independent / Other,2026-06-01
tt2965408,Perdido En La Montaña,Mexico,Filmzie,avod,Not An Original,,Independent / Other,2026-06-01
tt21279420,Emergency,Brazil,Netflix,svod,Not An Original,,Independent / Other,2026-06-01
tt5177120,The Ministry of Ungentlemanly Warfare,Mexico,Amazon Prime Video,svod,Amazon Exclusive,Amazon,Independent / Other,2026-06-01
tt21626284,Laapataa Ladies,Ecuador,Netflix,svod,Not An Original,,Independent / Other,2026-06-01
tt30144839,One Battle After Another,Ecuador,HBO Max,svod,Not An Original,,Independent / Other,2026-06-01
tt32359447,Hot Frosty,Argentina,Netflix,svod,Netflix Original,Netflix,Netflix,2026-06-01
tt10559102,Supercell,Brazil,Amazon Prime Video,svod,Not An Original,,Independent / Other,2026-06-01
tt28943278,Heart of the Hunter,Argentina,Netflix,svod,Netflix Original,Netflix,Netflix,2026-06-01
tt31828554,Je M'appelle Agneta,Brazil,Netflix,svod,Netflix Original,Netflix,Netflix,2026-06-01
tt14454876,Golda,Mexico,Amazon Prime Video,svod,Not An Original,,Independent / Other,2026-06-01
tt39465484,Eat Pray Bark,Argentina,Netflix,svod,Netflix Original,Netflix,Netflix,2026-06-01
tt23849204,12th Fail,Argentina,Netflix,svod,Not An Original,,Independent / Other,2026-06-01
tt21103218,The Lost Bus,Colombia,Apple TV,svod,Apple TV Exclusive,Apple TV,Independent / Other,2026-06-01
tt29472617,Cyberbunker: The Criminal Underworld,Brazil,Netflix,svod,Netflix Original,Netflix,Netflix,2026-06-01
tt35627915,Being Eddie,Argentina,Netflix,svod,Netflix Original,Netflix,Netflix,2026-06-01
tt11908172,The Kill Room,Chile,Netflix,svod,Not An Original,,Independent / Other,2026-06-01
tt14057604,King of Killers,Peru,Amazon Prime Video,svod,Not An Original,,Independent / Other,2026-06-01
tt12921446,The Exorcist: Believer,Ecuador,Netflix,svod,Not An Original,,Independent / Other,2026-06-01
tt27540217,Good Bad Ugly,Argentina,Netflix,svod,Not An Original,,Independent / Other,2026-06-01
tt35330717,Les Orphelins,Argentina,Netflix,svod,Netflix Exclusive,Netflix,Netflix,2026-06-01
tt2353868,True Spirit,Argentina,Netflix,svod,Netflix Original,Netflix,Netflix,2026-06-01
tt32642706,The Rip,Mexico,Netflix,svod,Netflix Original,Netflix,Netflix,2026-06-01
tt17024450,The Equalizer 3,Mexico,Claro Video,svod,Not An Original,,NBCUniversal,2026-06-01
tt18077924,Poolman,Argentina,Amazon Prime Video,svod,Not An Original,,Independent / Other,2026-06-01
tt16539454,Pushpa: the Rule - Part 2,Argentina,Netflix,svod,Not An Original,,Independent / Other,2026-06-01
tt2015349,The Greatest Hits,Chile,Disney+,svod,Hulu Exclusive,Hulu,Independent / Other,2026-06-01
tt32642706,The Rip,Argentina,Netflix,svod,Netflix Original,Netflix,Netflix,2026-06-01
tt16227044,Martha,Peru,Netflix,svod,Netflix Original,Netflix,Netflix,2026-06-01
tt15433600,Khufiya,Colombia,Netflix,svod,Netflix Original,Netflix,Netflix,2026-06-01
tt27846314,King of Clones,Peru,Netflix,svod,Netflix Original,Netflix,Netflix,2026-06-01
tt27411270,A Part of You,Brazil,Netflix,svod,Netflix Original,Netflix,Netflix,2026-06-01
tt5761544,Kandahar,Brazil,HBO Max,svod,Not An Original,,Independent / Other,2026-06-01
tt8452344,Sitting In Bars With Cake,Ecuador,Amazon Prime Video,svod,Amazon Original,Amazon,Independent / Other,2026-06-01
tt7737224,Turtles All the Way Down,Chile,HBO Max,svod,HBO Max Original,HBO Max,Independent / Other,2026-06-01
tt32237537,Wall to Wall,Brazil,Netflix,svod,Netflix Original,Netflix,Netflix,2026-06-01
tt24225606,Metro... in Dino,Brazil,Netflix,svod,Not An Original,,Independent / Other,2026-06-01
tt14186876,Bring Them Down,Argentina,MUBI,svod,Not An Original,,Independent / Other,2026-06-01
tt36590288,Depeche Mode: M,Chile,Netflix,svod,Not An Original,,Independent / Other,2026-06-01
tt11762114,Mean Girls,Brazil,Globoplay,svod,Not An Original,,Independent / Other,2026-06-01
tt18266472,Sukhee,Colombia,Netflix,svod,Not An Original,,Independent / Other,2026-06-01
tt8080204,Hypnotic,Argentina,HBO Max,svod,Not An Original,,Independent / Other,2026-06-01
tt35301431,Latin Blood: The Ballad of Ney Matogrosso,Argentina,Netflix,svod,Netflix Exclusive,Netflix,Netflix,2026-06-01
tt20990442,Him,Peru,HBO Max,svod,Not An Original,,Independent / Other,2026-06-01
tt37457638,Almost Family,Colombia,Netflix,svod,Netflix Original,Netflix,Netflix,2026-06-01
tt14316486,All Souls,Mexico,HBO Max,svod,Not An Original,,Lionsgate,2026-06-01
tt39162904,Queen of Chess,Mexico,Netflix,svod,Netflix Original,Netflix,Netflix,2026-06-01
tt18069420,Smurfs,Chile,Netflix,svod,Not An Original,,Independent / Other,2026-06-01
tt9224104,Meg 2: the Trench,Colombia,HBO Max,svod,Not An Original,,NBCUniversal,2026-06-01
tt27714278,Medellin,Brazil,Amazon Prime Video,svod,Amazon Original,Amazon,Independent / Other,2026-06-01
tt32549601,Caramelo,Mexico,Netflix,svod,Netflix Original,Netflix,Netflix,2026-06-01
tt11214558,The Smashing Machine,Colombia,Amazon Prime Video,svod,Not An Original,,Independent / Other,2026-06-01
tt21308698,Love Tactics 2,Colombia,Netflix,svod,Netflix Original,Netflix,Netflix,2026-06-01
tt2049403,Beetlejuice Beetlejuice,Brazil,Netflix,svod,Not An Original,,Warner Bros. Discovery,2026-06-01
tt32176689,My Hero Academia: You're Next,Peru,Netflix,svod,Not An Original,,Independent / Other,2026-06-01
tt31800329,The Wonderful Story of Henry Sugar and Three More,Brazil,Netflix,svod,Netflix Original,Netflix,Netflix,2026-06-01
tt37024060,Grenfell: Uncovered,Brazil,Netflix,svod,Netflix Original,Netflix,Netflix,2026-06-01
